date,open,close,high,low,volume
2018-03-19 14:00,4.25,4.24,4.26,4.23,8808.0
2018-03-19 15:00,4.23,4.21,4.25,4.21,8918.0
2018-03-20 10:30,4.2,4.18,4.2,4.16,18510.0
2018-03-20 11:30,4.18,4.17,4.18,4.16,8855.0
2018-03-20 14:00,4.16,4.19,4.19,4.16,8002.0
2018-03-20 15:00,4.19,4.2,4.21,4.18,9961.0
2018-03-21 10:30,4.2,4.22,4.23,4.18,13047.0
2018-03-21 11:30,4.22,4.22,4.24,4.21,11222.0
2018-03-21 14:00,4.22,4.22,4.23,4.21,7334.0
2018-03-21 15:00,4.22,4.2,4.23,4.19,15022.0
2018-03-22 10:30,4.18,4.19,4.21,4.18,9032.0
2018-03-22 11:30,4.19,4.18,4.19,4.16,8491.0
2018-03-22 14:00,4.19,4.28,4.38,4.18,53045.0
2018-03-22 15:00,4.28,4.26,4.29,4.24,16574.0
2018-03-23 10:30,4.21,4.49,4.62,4.21,241956.0
2018-03-23 11:30,4.48,4.41,4.49,4.39,50487.0
2018-03-23 14:00,4.41,4.34,4.46,4.34,48625.0
2018-03-23 15:00,4.33,4.42,4.45,4.25,81349.0
2018-03-26 10:30,4.29,4.08,4.35,3.98,163647.0
2018-03-26 11:30,4.08,4.09,4.12,4.05,30428.0
2018-03-26 14:00,4.09,4.08,4.1,4.06,26673.0
2018-03-26 15:00,4.08,4.13,4.17,4.08,49695.0
2018-03-27 10:30,4.13,4.15,4.19,4.12,62235.0
2018-03-27 11:30,4.15,4.19,4.21,4.15,30287.0
2018-03-27 14:00,4.19,4.17,4.2,4.16,30519.0
2018-03-27 15:00,4.17,4.18,4.19,4.16,22066.0
2018-03-28 10:30,4.13,4.12,4.13,4.06,37022.0
2018-03-28 11:30,4.12,4.14,4.16,4.11,11751.0
2018-03-28 14:00,4.14,4.13,4.15,4.1,9269.0
2018-03-28 15:00,4.13,4.11,4.14,4.11,19725.0
2018-03-29 10:30,4.11,4.12,4.15,4.1,18957.0
2018-03-29 11:30,4.12,4.13,4.15,4.11,11955.0
2018-03-29 14:00,4.13,4.14,4.15,4.11,11665.0
2018-03-29 15:00,4.14,4.15,4.16,4.12,29697.0
2018-03-30 10:30,4.17,4.16,4.18,4.14,22108.0
2018-03-30 11:30,4.16,4.15,4.17,4.14,17996.0
2018-03-30 14:00,4.15,4.15,4.16,4.13,12910.0
2018-03-30 15:00,4.15,4.15,4.16,4.14,20960.0
2018-04-02 10:30,4.13,4.15,4.15,4.11,22754.0
2018-04-02 11:30,4.14,4.13,4.15,4.13,14480.0
2018-04-02 14:00,4.13,4.13,4.14,4.12,20486.0
2018-04-02 15:00,4.13,4.14,4.15,4.12,13938.0
2018-04-03 10:30,4.1,4.13,4.16,4.08,23805.0
2018-04-03 11:30,4.13,4.11,4.14,4.1,7940.0
2018-04-03 14:00,4.12,4.11,4.12,4.09,10380.0
2018-04-03 15:00,4.11,4.11,4.12,4.1,10887.0
2018-04-04 10:30,4.11,4.13,4.14,4.11,15176.0
2018-04-04 11:30,4.13,4.17,4.17,4.12,17966.0
2018-04-04 14:00,4.17,4.14,4.18,4.13,20320.0
2018-04-04 15:00,4.14,4.14,4.17,4.13,26993.0
